Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,QC_001,QC_003,QC_005,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,QC,QC,QC,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
216.9064__36.41,35412.331,25197.00742,0,7101.67175,27597.00918,8702.0965,840693.1534,1237312.86625,1126327.74815,350304.75406,83303.40399,250048.96626,161302.5565,248037.92033,427539.73482
216.9234__111.96,16201208.82883,12488884.9043,10066534.61602,8282049.09556,14505525.0312,18605340.97367,14515875.81071,16697319.57294,14996397.21593,26244206.26923,15171770.41218,20140707.47992,9722418.6984,22547915.36666,16174823.8539
216.9234__69.25,54657982.36309,54292109.49013,67364778.25581,51252489.94995,74022776.13443,65977272.5097,49360077.65575,44000328.60382,42695772.63387,69745804.71195,82847374.28713,69374640.96074,66887536.26542,71342625.75017,76065017.68214
216.9869__58.45,19022551.58676,14495002.61842,0,17943729.23233,0,0,1138993.66123,1028798.36634,931319.54001,225554.64327,373330.47403,367727.49757,308913.07795,438790.8381,79505.79634
217.1053__41.26,0,0,2947.67951,0,2278.52377,20704.62489,4254551.2605,2598232.45657,2843329.82197,336062.27956,225993.00506,386592.34625,359625.95127,852313.4045,1276190.58035
217.1229__24.11,889939.98589,1138538.10064,855256.67745,1717374.77834,1086627.96554,1992030.42,7177.55899,5989.77455,80620.33235,2694693.67831,2416860.06666,3528693.53655,2180266.51707,2628645.06516,3152309.49482
218.0021__117.33,412366.70837,408461.91941,508974.48819,326601.54446,758527.21391,352524.41867,0,0,49889.06626,147190.98404,169277.54435,400437.9761,39943.81354,659330.62921,540467.82603
218.038__142.15,0,0,0,0,0,0,9823524.1806,10249935.25376,7871764.73207,0,0,0,0,0,0
218.0487__56.84,7418780.04681,2865382.62168,65139.21822,0,254661.1333,1521417.10878,0,0,0,7557319.56686,2416620.72975,5695387.40304,2564432.89202,5484895.60687,6986682.48144
218.0492__76.32,6760145.51145,6986648.50066,4980911.52373,7908276.1519,6285993.37261,4497713.9557,0,357896.71888,408983.68774,2826946.34886,1750365.78906,2218240.15071,1425579.30512,65315.91182,258718.58559
218.1389__24.75,31630.47628,84363.43708,120115.66638,0,0,266070.47722,12818.5064,12682.63267,3651.9295,344481.69782,500854.92786,656336.29959,322257.12934,526400.35672,517433.276
218.1392__117.09,3382156.36405,5361743.08087,3730563.54564,4931483.13006,9619768.59365,6960020.78884,12468797.14096,12051607.74125,13405797.37527,13152450.32374,6591839.26507,13733487.0224,23499075.75225,10639309.25456,13712892.87878
218.8469__76.83,118300.86406,82808.77285,27782.37604,0,0,13904.80456,83474.21581,68055.99356,69137.50705,972733.66219,693282.44068,860589.55982,584799.71658,1002186.05758,822966.14299
218.9044__36.33,29219.37924,19336.02958,0,0,0,3565.66053,871173.35502,1256782.60641,1065575.60697,364910.4029,73669.00853,256362.34001,139404.37219,217462.16689,384122.58778
218.9204__61,4903908.91648,3810838.36994,4782035.6433,5319699.01685,3605180.64353,4180646.1144,6415627.90076,5893385.9415,6364492.13913,6461345.7463,6054199.96379,6053172.55297,6997693.85084,7176890.89401,6775738.1416
218.9204__69.48,19061009.84824,22190768.56377,21927020.62064,17430410.10882,19115873.72425,21094858.96196,16387309.29084,14220875.44462,14435347.69837,29185524.36819,20607467.02827,28731138.72562,21391318.71499,23770718.25944,33026300.3106
218.9212__103.72,946540.03276,0,1733701.5925,1055587.85017,1556355.52149,1361914.64019,1289753.78708,1419939.27073,1218976.8409,289405.20916,3876977.03326,319232.35784,3662081.11689,414034.67304,1054058.85033
218.9723__115.51,4487332.08908,372806.2457,636466.71838,918387.9625,917253.268,646362.57415,568023.22717,558326.91437,442392.46416,1119907.58321,1077069.5816,1323922.78481,2894156.85034,1164951.90394,2115426.71318
218.973__87.14,0,0,0,0,0,0,3623220.38168,3324709.6295,2833871.8854,750012.51105,226898.1534,524768.39841,714685.71385,497707.19424,872565.30892
219.0547__146.11,96320.57564,21443.56843,46074.77137,0,0,44426.59231,31021909.64292,36992243.92955,19893878.22366,420443.08866,416319.23013,595607.78649,544165.21871,178982.93323,54644.98915
219.1345__107.54,19943.72213,32008.83299,7896.90644,0,0,15256.21873,549317.7634,477081.99972,509745.92388,200083.69532,563317.29056,449958.7042,258875.45118,49563.28831,175657.29456
219.1349__117.06,46127.67431,308365.38523,190627.15675,396792.55295,1113775.47602,515129.52698,1102808.96118,1114557.3974,1254321.7079,3008851.56982,2827255.16093,5045250.19851,4650864.2022,2974502.83996,1247306.01333
219.1492__24.02,777506.41014,1172303.0239,736623.91572,1285266.59525,752430.75384,100591.25809,0,0,0,2465377.27111,1700862.75773,2849879.45025,1827375.97401,2302271.6742,2878326.70574
219.6489__154.97,236845.19098,416636.31446,158933.34813,0,88544.52809,410735.66135,16404558.85389,15302393.1367,14451761.50486,43893.11271,38205.23752,188931.49952,158768.13039,63669.78418,121209.14392
219.9716__87.03,0,0,0,0,0,0,1600956.325,1644136.99272,1333620.23056,407797.67201,90883.29162,259457.98037,363805.81504,206894.97076,274668.79204
220.0803__56.88,182139.65662,72396.49895,16440.96095,0,154158.62625,29025.01225,1081028.01415,1215348.87267,1065877.53039,219256.79517,142076.71809,553677.55236,148023.17709,1127572.27102,1798967.08998
220.0934__117.72,0,19166.72804,12365.11386,0,0,0,0,0,17578.48932,609567.6291,1116245.47689,542529.42734,885746.61,333837.96948,300345.8568
220.1185__24.88,62400.26237,40581.25113,81368.97356,134791.52976,6303.92636,127517.15446,2992456.90688,2949610.60267,2589001.86755,1179389.90819,431420.26356,2462260.9069,854569.89173,103668.91036,1585782.35931
220.1702__71.9,399353.82346,498098.78896,146332.28385,473865.28889,640944.66948,248420.87706,0,0,0,538420.61129,533194.74002,912811.59834,485859.27578,406346.74793,367212.64282
220.8916__104.24,0,224943.2972,131389.80855,120648.76103,223527.10023,0,274071.29891,2414781.48567,2202183.54319,1337405.53205,218081.5626,1303291.07305,360038.27913,444152.48609,1710942.81685
220.9684__86.97,735689.94651,852658.89799,992396.57985,4689991.37548,1239519.3361,928309.08708,60551480.45866,56676501.89626,50190247.90374,14961316.19159,6109228.6405,11301407.51623,13696985.03096,14013046.17386,19778184.94999
221.1184__23.94,282507.93714,352868.8067,229313.68157,475208.11648,166115.53954,315654.3611,204199.66887,11943.41496,57780.32798,930857.99557,606411.21549,1437102.15396,626065.25317,806027.88024,1063167.67342
221.9719__87.2,0,0,0,0,0,0,2069125.73722,1819527.6767,1762047.59923,493676.99114,115542.56657,227010.4824,335964.53736,212480.55425,531114.54262
222.1354__58.1,0,0,7161.74271,0,0,0,0,0,0,192097.38412,140774.99956,171915.30273,153763.74039,942491.88973,250511.84331
222.1705__24.26,370953.26645,589081.61387,372715.64795,678184.71063,198286.6327,809795.09872,0,0,0,1033889.13319,950919.33426,1224178.63753,929214.34285,2120018.7514,1089316.21386
222.4231__56.93,0,0,0,0,0,0,153153.92333,121240.59797,111569.62461,0,0,0,0,0,0
222.505__153.9,12851.68512,0,0,0,0,0,143611301.2744,93079056.05143,119114443.76093,0,0,0,0,0,0
222.8684__72.05,8717728.00936,10259934.87028,8266916.06683,8848988.13258,8631002.17767,6417548.15041,18790990.8233,16829956.92838,16219904.3857,22771910.3008,20958296.00361,21754637.55678,22087531.36036,28899856.44656,25846965.64452
222.8893__102.64,6986.37697,43196.03255,0,0,14088.1584,24874.5038,2360465.41519,2200687.92175,1660726.09361,1515270.07186,481447.83162,1813638.80359,1241041.81905,1261995.54873,1675162.81823
222.9641__86.87,0,0,0,0,0,0,2213775.23036,2031729.09185,1806034.51042,385879.38642,143345.06163,243042.08765,409583.76315,310894.01345,572607.53679
223.0851__80.52,20922.21892,34412.4703,59009.17618,0,31193.94723,95602.3889,7142284.0489,5627448.7973,5719976.67721,4703852.63324,3382789.23884,6119765.33028,2780155.11221,2308134.7301,3407860.47132
223.1084__109.09,8433.98487,320903.50172,466473.67889,0,22968.83027,343635.47401,76640.17142,107594.00136,119509.53325,284841.82289,451035.30127,600848.76264,674356.60671,515733.12347,110309.57206
223.1183__23.9,632112.48102,835733.63068,397559.62239,836123.89392,497049.19889,1161663.23463,0,0,0,1596378.46816,1640554.68837,1623109.24924,1143369.9583,1540419.62174,184948.02438
223.1424__57.21,0,3166.72745,0,0,46992.41071,3802.15413,97193.04722,148398.35192,137391.3914,0,0,0,35920.68795,0,0
223.1545__30.87,30268.63494,8373.80894,0,0,0,2546.32008,14462.48003,18538.47492,7339.77061,6844363.74683,1226116.27963,4784816.33062,5741714.211,7536455.94796,10328046.61377
223.9888__119.5,3388721.4608,4387597.31516,4573437.62533,0,109437.60665,3674489.44507,2442422.71035,3511209.46028,9858102.15937,12104236.15294,9394909.10229,8415881.55219,12325108.24976,10081846.77588,7889060.80632
223.9888__211.14,17149506.45468,18170900.29633,11336255.75226,0,8690170.22607,16716301.85567,14012461.29941,14564844.52081,14793771.54593,17110821.84489,27277863.50927,4045880.14809,13383442.88159,33952003.80108,22813083.77538
223.9888__269.01,8465220.11076,8601943.73719,5810996.78346,0,6735424.78379,8273511.75622,7706948.15936,7799386.43614,6303303.84267,13978787.25151,2390473.15881,9284655.6172,8239532.9137,18481502.95813,10867649.34789
223.9888__237.74,14940175.69952,15883160.61771,15875199.07737,0,7523108.43921,15191094.25986,13469367.65066,13746912.38823,22543604.50159,15435092.57611,2797396.06605,22687638.1626,15286075.39265,21863999.21017,18736943.63528
223.9888__254.57,10392792.95559,10731150.87635,7855945.00784,0,4655851.84085,10702381.88014,9733654.14124,9421222.63133,14711079.96329,10973615.59127,14010389.05682,14456566.24463,14182921.72354,15885672.86561,13251051.37537
223.9888__184.82,17946337.25586,18928504.73551,17271876.72574,0,14479446.68665,18912349.54533,17687346.47581,16956306.04301,23187008.8023,22189452.98957,19200846.52031,10206420.6783,13019544.59428,13265234.22193,19988710.72007
223.9888__221.5,13647735.39097,14612520.25984,22848452.49505,6296240.92672,9080280.96322,15432969.68247,11521467.60552,11605777.8777,1401362.46445,69296238.5075,20672906.89768,20191234.03289,27075249.42051,3393695.39796,13298863.66695
223.9888__193.67,17153458.17114,18229555.97169,26209809.88979,9505009.72032,14493417.85872,14798696.34431,14339470.51318,14935871.25915,19060114.98533,10583952.20609,2768832.09623,24832488.20742,7953796.99822,26851547.6566,18413301.72558
223.9888__92.17,11184160.67281,12363198.25716,16614044.38504,0,8622331.61514,13003725.31169,3385441.57296,3287403.52539,20805684.26577,20232537.69066,18063339.5134,7935394.53532,2096838.82132,16477019.52581,23634711.45784
223.9889__24.48,30921.96809,76116.10725,29848.20309,0,25432.90813,194994.43713,916791.50529,812954.44223,753199.69355,566791.63596,374432.10573,643008.65716,395760.5813,599514.70878,282033.41624
223.989__140.03,34307187.33472,28252973.63669,37906852.67825,37639768.34079,29119445.51696,62914462.41171,18358484.18662,17423229.68338,18983738.96388,28588485.69386,29130511.97482,28909237.50163,26150973.3574,59725536.67691,28639196.55282
223.9892__156.9,58032693.94172,10187200.68533,63692832.19805,33931614.32884,56789041.34473,40169227.96914,30359286.62975,35646827.52046,25657240.23059,52528868.6776,63517985.54808,54864665.56881,48764443.54892,67597786.61755,53339621.52738
224.0883__80.26,0,0,0,0,0,0,407368.34271,312195.10007,367732.78161,355150.71046,252069.11246,486777.09759,189351.73645,60014.67633,132941.33087
224.1287__130.41,4935487.16493,3704186.78347,18094245.95381,4553358.02625,5915683.50477,3460057.85704,48536238.03782,45709569.80104,42837995.89057,7186776.08758,22145816.94569,11186719.28598,24240125.33398,7140687.79591,8291105.55748
224.1288__141.03,7725013.71952,9025156.93609,7506518.83023,8954819.86903,8898184.20847,8681896.47178,16853400.73614,15005788.1042,13397082.92007,14869664.59213,11816190.54745,14608406.41623,15020063.12665,12358718.93166,12528498.93425
224.1288__167.86,18288373.84031,32491318.47859,20326172.88338,24811506.30014,38392795.83437,15695237.12003,44873141.98575,47698246.28283,67978059.95898,39298329.08866,37579543.74714,42861075.2528,40374894.9578,58916713.05887,51358572.5347
224.1288__57.47,264559.71695,189663.61235,212209.11972,203018.72476,175411.16478,160778.09457,746698.19849,718189.54571,666369.59853,611552.05366,576936.02683,789178.69852,558264.17118,669200.42968,669475.14117
224.1579__30.92,0,0,0,0,0,2047.47897,0,0,0,696854.4602,51759.67855,482334.34168,564542.40223,824089.68256,1052407.03405
224.8654__72.08,5392702.48312,6490219.45005,5267549.4216,5576342.93166,5559012.22024,4080534.55275,12224717.38138,10905211.94341,10935489.93729,14944617.08732,13911573.05721,14548546.24003,14689994.30488,20270036.12238,17239946.936
225.0352__58.46,3989468.39759,2796686.10005,1364255.68906,1219571.23308,1245968.90654,786111.30288,5140164.95028,5847335.35819,4788858.37118,1587554.01922,1497547.12325,2738951.25306,595800.37752,0,1012007.28748
225.0574__95.43,133299.40002,51221.96717,18357.88405,0,24655.63982,9140.43514,1678361.64891,1458492.63226,1122470.88591,765189.6741,643424.16233,966646.73744,520516.27062,1533703.48566,2372588.14831
225.0831__79.98,0,0,0,0,0,0,257475.40035,256532.68411,176886.64007,159508.78739,107466.71923,363860.85843,97250.43574,41693.30782,72449.30747
225.1127__24.09,1068531.45251,1335687.53883,836870.17192,271523.07667,132376.55156,1944551.12867,52612.16072,1275597.89271,1250550.17306,723076.56987,449379.48643,935430.93907,1777254.49644,670277.27371,2675146.39218
225.5589__94.84,1626590.32919,1421941.09697,2001539.83181,3016809.29273,2938297.55439,1723928.51594,12569494.84045,10831760.78833,9078000.99336,7575786.55384,6263008.37754,8273525.98879,4718261.02833,11796399.51767,16291215.52689
226.0387__58,119697.60228,103757.94253,22019.18029,0,7998.82143,32828.76693,234401.45687,233979.62793,193100.85542,48276.55882,28179.99488,75230.68121,7190.25101,0,13021.66929
226.0456__110.56,13137129.2658,13460072.70428,12849945.57498,13908523.63734,12595256.34328,9593042.08107,15680222.87803,14750636.50142,13637530.0507,7800669.85759,9239769.1928,9252442.59089,13702225.12648,7846151.08962,17027475.55978
226.1058__117.35,1685802.38448,2317580.39806,2821213.99966,4270931.98012,2759284.78427,2889690.88766,3106101.65196,2683227.94463,2937555.73177,3495104.22091,2700751.01179,3706740.34837,2657571.84478,6491601.95954,5989873.24973
226.1159__24.64,138065.12554,136521.84246,83584.2866,0,24960.48404,181532.34301,310577.53204,356720.51164,343485.50425,252694.73369,296831.3122,388942.24778,125256.6294,309225.69762,287021.84447
226.1655__36.78,0,0,0,0,0,0,240412.94543,5332.89052,11528.44633,291843.7921,56248.2477,197268.20999,207072.75711,717157.70728,415134.55331
226.8627__72.18,820086.29245,1061377.92387,705973.31933,720228.21857,791025.785,516196.03454,1923486.93307,1815804.69072,1656584.47552,2487850.09577,2329898.50617,2513934.7294,2534716.54844,3323792.41924,2743160.38412
226.9522__70.31,18082592.41288,23073032.56952,23619196.81376,22787590.74153,23830754.55901,23565031.12353,16076362.37091,13060629.35991,17888715.36532,29119771.91505,27646354.22902,27885941.80267,32396812.17698,21497580.11425,25133092.3936
226.9527__113.21,1210306832.04596,935457073.18163,710899830.53091,855615710.24067,1045312098.90984,835608505.27419,553071418.67268,496770961.77323,440148301.90324,386596130.75437,358495571.21214,387993745.51614,274746395.96709,338742367.7057,460741089.65815
226.9946__191.34,917328.10156,1081374.6622,751906.37761,932411.05691,1470869.17567,520869.55367,1563331.3261,1846325.87494,2194158.02041,1830214.75854,1746184.4604,2883118.26243,2031136.04411,1822716.0879,2241807.86696
227.0432__139.28,0,0,0,0,0,0,4764497.86781,974688.18802,4815397.16852,249035.94348,215256.87248,0,383991.68912,0,0
227.1087__24.21,506537.39577,435616.43173,36328.43743,1830396.26488,733109.15977,1875777.88638,139090.32651,107464.33003,110109.54078,715073.1736,559993.47878,947684.06674,487233.73458,169572.37017,551758.15048
227.1146__160.88,2690981.23045,4959928.39561,4048802.18075,0,3625361.89343,2571846.06778,38454300.18727,32188494.35779,30730684.00607,10605387.69645,23898803.3014,11844863.52028,17878424.0448,12869881.13234,6680262.37284
227.1257__62.25,1653260.99981,1054622.0634,1620804.52941,2142692.62371,1355158.8675,3254248.95824,5464251.95654,5202761.84606,4456549.57786,4298679.21324,4344932.35131,10736218.20762,4423789.75985,4655498.17325,9893817.01513
227.635__24.2,24986.30233,39621.54373,10332.12671,0,0,75849.80461,225057.61226,272432.20718,187394.62742,164285.71407,69283.7384,130498.36082,64668.36859,40291.36321,59874.27078
227.9451__86.33,0,0,0,0,0,0,1629794.82383,1420736.79028,1237380.6834,1693378.17346,637377.31245,1496283.27351,1904840.38984,2245216.50433,2262052.17241
227.9571__113.21,39982557.51472,30038807.19448,23759442.93608,28991696.29365,33499166.53994,27861389.55967,17950271.26753,16051350.60781,14269639.63283,12568610.2162,11460607.72333,12656500.39291,8872908.77499,10815143.22625,15718171.55802
228.0153__25.21,16993.83783,17532.28368,0,0,3500.8325,40888.62248,472523.1667,531511.13762,363870.318,311742.9334,183351.91305,287586.82362,132049.8148,353412.73708,367714.1093
228.1179__161.32,43308.50744,194783.17841,25887.44606,0,0,0,3097875.01533,2672677.54238,1897610.50971,841603.34749,2212313.41253,935982.35473,1463293.07147,980063.09569,94545.64632
228.133__24.14,0,0,0,5686.56012,214406.84397,165262.92255,730251.73723,717802.88382,728056.64801,1366510.07633,1351698.63386,498614.76406,1018827.93876,295278.42832,1662209.09724
228.8135__72.38,337040.14751,508380.27868,294634.30904,318828.42822,355891.11299,193041.97172,11513511.11656,11267713.7862,10451582.04796,2779500.43326,2262486.1291,2397159.7581,2506507.06387,3867553.08406,2834741.86796
228.9565__114.25,13955924.95871,11129831.69812,9135322.36117,10766710.99719,12033018.3495,10860820.22069,6050635.49871,5612886.52936,5081605.05585,4400883.05254,4346176.61179,4766096.39429,3192740.54507,3954071.17046,5590900.50648
